name,post_code,city,short_name,pan,bic,bank_code
Volksbank Kurpfalz,69483,Wald-Michelbach,Volksbank Kurpfalz,96174,,024285
Volksbank Kurpfalz,69214,Eppelheim,Volksbank Kurpfalz,96174,,057513
Volksbank Kurpfalz,68526,Ladenburg,Volksbank Kurpfalz,96174,,057514
Volksbank Kurpfalz,69181,Leimen,Volksbank Kurpfalz,96174,,057515
Volksbank Kurpfalz,69207,Sandhausen,Volksbank Kurpfalz,96174,,057516
Volksbank Kurpfalz,69198,Schriesheim,Volksbank Kurpfalz,96174,,057517
Volksbank Kurpfalz,69259,Wilhelmsfeld,Volksbank Kurpfalz,96174,,057518
Volksbank Kurpfalz,69469,Weinheim,Volksbank Kurpfalz,96174,,057519
Volksbank Kurpfalz (Gf P2),69018,Heidelberg,Volksbank Kurpfalz,86174,,054463
UniCredit Bank - HypoVereinsbank,69004,Heidelberg,UniCredit Bank-HypoVereinbk,22036,HYVEDEMM479,034813
MLP Banking,69168,Wiesloch,MLP Bank,29102,MLPBDE61XXX,049453
MLP Banking Zw CS,69168,Wiesloch,MLP Bank Zw CS,99008,MLPBDE61001,051485
MLP Banking Zw CS (Gf P2),69168,Wiesloch,MLP Banking Zw CS,89008,,057327
Commerzbank,69007,Heidelberg,Commerzbank Heidelberg,24671,COBADEFFXXX,010219
Commerzbank,69214,Eppelheim,Commerzbank Eppelheim,24671,,056108
Sparkasse Heidelberg,69004,Heidelberg,Spk Heidelberg,56705,SOLADES1HDB,001119
Sparkasse Heidelberg,69221,Dossenheim,Spk Heidelberg,56705,,001129
Sparkasse Heidelberg,69214,Eppelheim,Spk Heidelberg,56705,,001130
Sparkasse Heidelberg,69181,Leimen,Spk Heidelberg,56705,,001131
Sparkasse Heidelberg,69226,Nußloch,Spk Heidelberg,56705,,001132
Sparkasse Heidelberg,69207,Sandhausen,Spk Heidelberg,56705,,001133
Sparkasse Heidelberg,69245,Bammental,Spk Heidelberg,56705,,052264
Sparkasse Heidelberg,74931,Lobbach,Spk Heidelberg,56705,,052265
Sparkasse Heidelberg,69256,Mauer,Spk Heidelberg,56705,,052266
Sparkasse Heidelberg,74909,Meckesheim,Spk Heidelberg,56705,,052267
Sparkasse Heidelberg,69257,Wiesenbach,Spk Heidelberg,56705,,052268
Sparkasse Heidelberg,69250,Schönau,Spk Heidelberg,56705,,052269
Sparkasse Heidelberg,69434,Heddesbach,Spk Heidelberg,56705,,052270
Sparkasse Heidelberg,69253,Heiligkreuzsteinach,Spk Heidelberg,56705,,052271
Sparkasse Heidelberg,69259,Wilhelmsfeld,Spk Heidelberg,56705,,052272
Sparkasse Heidelberg,68782,Brühl,Spk Heidelberg,56705,,052273
Sparkasse Heidelberg,68775,Ketsch,Spk Heidelberg,56705,,052274
Sparkasse Heidelberg,68723,Oftersheim,Spk Heidelberg,56705,,052275
Sparkasse Heidelberg,68723,Plankstadt,Spk Heidelberg,56705,,052276
Sparkasse Heidelberg,69234,Dielheim,Spk Heidelberg,56705,,052277
Sparkasse Heidelberg,68789,St. Leon-Rot,Spk Heidelberg,56705,,052278
Sparkasse Heidelberg,69190,Walldorf,Spk Heidelberg,56705,,052279
Sparkasse Heidelberg,69254,Malsch,Spk Heidelberg,56705,,052280
Sparkasse Heidelberg,69242,Mühlhausen,Spk Heidelberg,56705,,052281
Sparkasse Heidelberg,69231,Rauenberg,Spk Heidelberg,56705,,052282
Sparkasse Heidelberg,69168,Wiesloch,Spk Heidelberg,56705,,054907
Sparkasse Heidelberg,68723,Schwetzingen,Spk Heidelberg,56705,,054908
Sparkasse Heidelberg,69251,Gaiberg,Spk Heidelberg,56705,,054909
Raiffeisenbank Baiertal,69168,Wiesloch,Raiffeisenbank Baiertal,66160,GENODE61WIB,014964
Raiffeisenbank Baiertal,69234,Dielheim,Raiffeisenbank Baiertal,66160,,014965
Raiffeisenbank Baiertal (Gf P2),69168,Wiesloch,Raiffeisenbank Baiertal,76160,,054464
Volksbank Rot,68789,St. Leon-Rot,Volksbank Rot St Leon-Rot,66194,GENODE61LRO,015535
Volksbank Rot (Gf P2),68789,St. Leon-Rot,Volksbank Rot St Leon-Rot,76194,,054466
Deutsche Bank,69111,Heidelberg,Deutsche Bank,27189,DEUTDESM672,005779
Deutsche Bank,74802,Mosbach,Deutsche Bank,27189,DEUTDESM674,006904
Deutsche Bank,69152,Wiesloch,Deutsche Bank,27189,DEUTDESM678,006968
Deutsche Bank,69111,Heidelberg,Deutsche Bank,21189,DEUTDEDB672,050269
Deutsche Bank,74802,Mosbach,Deutsche Bank,21189,DEUTDEDB674,050270
Deutsche Bank,69152,Wiesloch,Deutsche Bank,21189,DEUTDEDB678,050271
Commerzbank vormals Dresdner Bank,69115,Heidelberg,Commerzbank Heidelberg,28672,DRESDEFF672,005593
Commerzbank vormals Dresdner Bank,69214,Eppelheim,Commerzbank Eppelheim,28672,,031518
Heidelberger Volksbank,69018,Heidelberg,Heidelberger Volksbank,96008,GENODE61HD1,022902
Heidelberger Volksbank,69214,Eppelheim,Heidelberger Volksbank,96008,,022949
Heidelberger Volksbank,69221,Dossenheim,Heidelberger Volksbank,96008,,053352
Heidelberger Volksbank (Gf P2),69018,Heidelberg,Heidelberger Volksbank,86008,,054467
Volksbank Kurpfalz -alt-,69117,Heidelberg,Volksbank Kurpfalz -alt-,96023,GENODE61HD3,022901
Volksbank Kurpfalz (Gf P2),69018,Heidelberg,Volksbank Kurpfalz,86023,,054468
Volksbank Neckartal,69401,Eberbach,Volksbank Neckartal,96148,GENODE61NGD,023996
Volksbank Neckartal,69251,Gaiberg,Volksbank Neckartal,96148,,015120
Volksbank Neckartal,69256,Mauer,Volksbank Neckartal,96148,,015391
Volksbank Neckartal,74907,Meckesheim,Volksbank Neckartal,96148,,015393
Volksbank Neckartal,74937,Spechbach,Volksbank Neckartal,96148,,015564
Volksbank Neckartal,74939,Zuzenhausen,Volksbank Neckartal,96148,,015709
Volksbank Neckartal,69181,Leimen,Volksbank Neckartal,96148,,023035
Volksbank Neckartal,69245,Bammental,Volksbank Neckartal,96148,,023270
Volksbank Neckartal,69250,Schönau,Volksbank Neckartal,96148,,024104
Volksbank Neckartal,74931,Lobbach,Volksbank Neckartal,96148,,024291
Volksbank Neckartal,69257,Wiesenbach,Volksbank Neckartal,96148,,024357
Volksbank Neckartal,69429,Waldbrunn,Volksbank Neckartal,96148,,051089
Volksbank Neckartal,69483,Wald-Michelbach,Volksbank Neckartal,96148,,051092
Volksbank Neckartal,69436,Schönbrunn,Volksbank Neckartal,96148,,051093
Volksbank Neckartal,74867,Neunkirchen,Volksbank Neckartal,96148,,051094
Volksbank Neckartal,69239,Neckarsteinach,Volksbank Neckartal,96148,,051095
Volksbank Neckartal,69437,Neckargerach,Volksbank Neckartal,96148,,051096
Volksbank Neckartal,69430,Hirschhorn (Neckar),Volksbank Neckartal,96148,,051097
Volksbank Neckartal,69142,Neckargemünd,Volksbank Neckartal,96148,,051136
Volksbank Neckartal,74915,Waibstadt,Volksbank Neckartal,96148,,055428
Volksbank Neckartal,74858,Aglasterhausen,Volksbank Neckartal,96148,,055429
Volksbank Neckartal,74933,Neidenstein,Volksbank Neckartal,96148,,055430
Volksbank Neckartal,74934,Reichartshausen,Volksbank Neckartal,96148,,055431
Volksbank Neckartal,74922,Neckarbischofsheim,Volksbank Neckartal,96148,,055432
Volksbank Neckartal,74919,Helmstadt-Bargen,Volksbank Neckartal,96148,,055433
Volksbank Neckartal,74927,Eschelbronn,Volksbank Neckartal,96148,,055434
Volksbank Neckartal,74925,Epfenbach,Volksbank Neckartal,96148,,055435
Volksbank Neckartal,74847,Obrigheim,Volksbank Neckartal,96148,,055436
Volksbank Neckartal (Gf P2),69401,Eberbach,Volksbank Neckartal,86148,,054470
Volksbank Kraichgau -alt-,74889,Sinsheim,Volksbank Kraichgau -alt-,96157,GENODE61SSH,024145
Volksbank Kraichgau (Gf P2),74889,Sinsheim,Volksbank Kraichgau,86157,,054471
Volksbank Kraichgau,69157,Wiesloch,Volksbank Kraichgau,96167,GENODE61WIE,024361
Volksbank Kraichgau,74889,Sinsheim,Volksbank Kraichgau,96167,,015263
Volksbank Kraichgau,74912,Kirchardt,Volksbank Kraichgau,96167,,057386
Volksbank Kraichgau,68794,Oberhausen-Rheinhausen,Volksbank Kraichgau,96167,,057692
Volksbank Kraichgau (Gf P2),69157,Wiesloch,Volksbank Kraichgau (Gf P2),86167,,054472
Sparkasse Tauberfranken,97931,Tauberbischofsheim,Spk Tauberfranken,56714,SOLADES1TBB,000784
Sparkasse Tauberfranken,97922,Lauda-Königshofen,Spk Tauberfranken,56714,,000772
Sparkasse Tauberfranken,97947,Grünsfeld,Spk Tauberfranken,56714,,000785
Sparkasse Tauberfranken,97953,Königheim,Spk Tauberfranken,56714,,000786
Sparkasse Tauberfranken,97950,Großrinderfeld,Spk Tauberfranken,56714,,000795
Sparkasse Tauberfranken,97957,Wittighausen,Spk Tauberfranken,56714,,000803
Sparkasse Tauberfranken,97956,Werbach,Spk Tauberfranken,56714,,000811
Sparkasse Tauberfranken,74736,Hardheim,Spk Tauberfranken,56714,,000814
Sparkasse Tauberfranken,97900,Külsheim,Spk Tauberfranken,56714,,000815
Sparkasse Tauberfranken,74746,Höpfingen,Spk Tauberfranken,56714,,000818
Sparkasse Tauberfranken,97959,Assamstadt,Spk Tauberfranken,56714,,003785
Sparkasse Tauberfranken,97877,Wertheim,Spk Tauberfranken,56714,,004068
Sparkasse Tauberfranken,97944,Boxberg,Spk Tauberfranken,56714,,004078
Sparkasse Tauberfranken,97896,Freudenberg,Spk Tauberfranken,56714,,006221
Sparkasse Tauberfranken,97980,Bad Mergentheim,Sparkasse Tauberfranken,56714,,053059
Sparkasse Tauberfranken,97999,Igersheim,Sparkasse Tauberfranken,56714,,053060
Sparkasse Tauberfranken,97993,Creglingen,Sparkasse Tauberfranken,56714,,053061
Sparkasse Tauberfranken,97996,Niederstetten,Sparkasse Tauberfranken,56714,,053062
Sparkasse Tauberfranken,97990,Weikersheim,Sparkasse Tauberfranken,56714,,053063
Volksbank Main-Tauber,97866,Wertheim,VB Main-Tauber,96009,GENODE61WTH,024339
Volksbank Main-Tauber,97892,Kreuzwertheim,VB Main-Tauber,96009,,023711
Volksbank Main-Tauber,97956,Werbach,VB Main-Tauber,96009,,025254
Volksbank Main-Tauber,97900,Külsheim,VB Main-Tauber,96009,,044545
Volksbank Main-Tauber,97953,Königheim,VB Main-Tauber,96009,,051237
Volksbank Main-Tauber,97947,Grünsfeld,VB Main-Tauber,96009,,051238
Volksbank Main-Tauber,97922,Lauda-Königshofen,VB Main-Tauber,96009,,051239
Volksbank Main-Tauber,97950,Großrinderfeld,VB Main-Tauber,96009,,051240
Volksbank Main-Tauber,97934,Tauberbischofsheim,VB Main-Tauber,96009,,051676
Volksbank Main-Tauber,97944,Boxberg,VB Main-Tauber,96009,,051945
Volksbank Main-Tauber,97980,Bad Mergentheim,VB Main-Tauber,96009,,055573
Volksbank Main-Tauber,97999,Igersheim,VB Main-Tauber,96009,,055574
Volksbank Main-Tauber,97990,Weikersheim,VB Main-Tauber,96009,,057663
Volksbank Main-Tauber,97996,Niederstetten,VB Main-Tauber,96009,,057664
Volksbank Main-Tauber,97993,Creglingen,VB Main-Tauber,96009,,057665
Volksbank Main-Tauber (Gf P2),97866,Wertheim,VB Main-Tauber,86009,,054473
Sparkasse Neckartal-Odenwald,74819,Mosbach,Spk Neckartal-Odenwald,56716,SOLADES1MOS,000820
Sparkasse Neckartal-Odenwald,74858,Aglasterhausen,Spk Neckartal-Odenwald,56716,,000821
Sparkasse Neckartal-Odenwald,74864,Fahrenbach,Spk Neckartal-Odenwald,56716,,000825
Sparkasse Neckartal-Odenwald,74855,Haßmersheim,Spk Neckartal-Odenwald,56716,,000826
Sparkasse Neckartal-Odenwald,74838,Limbach,Spk Neckartal-Odenwald,56716,,000828
Sparkasse Neckartal-Odenwald,74847,Obrigheim,Spk Neckartal-Odenwald,56716,,000834
Sparkasse Neckartal-Odenwald,69401,Eberbach,Spk Neckartal-Odenwald,56716,,001100
Sparkasse Neckartal-Odenwald,69429,Waldbrunn,Spk Neckartal-Odenwald,56716,,001106
Sparkasse Neckartal-Odenwald,74842,Billigheim,Spk Neckartal-Odenwald,56716,,011356
Sparkasse Neckartal-Odenwald,74712,Buchen (Odenwald),Spk Neckartal-Odenwald,56716,,051699
Sparkasse Neckartal-Odenwald,74731,Walldürn,Spk Neckartal-Odenwald,56716,,051700
Sparkasse Neckartal-Odenwald,69427,Mudau,Spk Neckartal-Odenwald,56716,,051701
Sparkasse Neckartal-Odenwald,74238,Krautheim,Spk Neckartal-Odenwald,56716,,051704
Sparkasse Neckartal-Odenwald,74747,Ravenstein,Spk Neckartal-Odenwald,56716,,051705
Sparkasse Neckartal-Odenwald,74706,Osterburken,Spk Neckartal-Odenwald,56716,,051706
Sparkasse Neckartal-Odenwald,74743,Seckach,Spk Neckartal-Odenwald,56716,,051707
Sparkasse Neckartal-Odenwald,74834,Elztal,Spk Neckartal-Odenwald,56716,,056849
Sparkasse Neckartal-Odenwald,74740,Adelsheim,Spk Neckartal-Odenwald,56716,,056850
Volksbank Mosbach -alt-,74819,Mosbach,Volksbank Mosbach -alt-,66005,GENODE61MOS,015409
Volksbank Mosbach (Gf P2),74819,Mosbach,Volksbank Mosbach,76005,,054474
Volksbank Mosbach Ndl Aglasterhausen,74856,Aglasterhausen,Volksbank Mosbach,66005,,014947
Volksbank Mosbach Zw,74864,Fahrenbach,Volksbank Mosbach,66005,,015274
Volksbank Mosbach Zw,74855,Haßmersheim,Volksbank Mosbach,66005,,015287
Volksbank Mosbach Zw,74847,Obrigheim,Volksbank Mosbach,66005,,015476
Volksbank Mosbach Zw,74869,Schwarzach,Volksbank Mosbach,66005,,015648
Volksbank Mosbach Zw,74842,Billigheim,Volksbank Mosbach,66005,,023318
Volksbank Franken,74713,Buchen (Odenwald),Volksbank Franken Buchen,66089,GENODE61BUC,014998
Volksbank Franken,69425,Mudau,Volksbank Franken Buchen,66089,,015412
Volksbank Franken,74733,Hardheim,Volksbank Franken Buchen,66089,,051677
Volksbank Franken,74746,Höpfingen,Volksbank Franken Buchen,66089,,051678
Volksbank Franken,74726,Walldürn,Volksbank Franken Buchen,66089,,051679
Volksbank Franken (Gf P2),74713,Buchen (Odenwald),Volksbank Franken Buchen,76089,,054475
Volksbank Franken Zw,74740,Adelsheim,Volksbank Franken Buchen,66089,,014945
Volksbank Franken Zw,74706,Osterburken,Volksbank Franken Buchen,66089,,014987
Volksbank Kirnau,74749,Rosenberg,Volksbank Kirnau,66115,GENODE61RNG,015534
Volksbank Kirnau,74744,Ahorn,Volksbank Kirnau,66115,,014969
Volksbank Kirnau,74747,Ravenstein,Volksbank Kirnau,66115,,015317
Volksbank Kirnau,74706,Osterburken,Volksbank Kirnau,66115,,037888
Volksbank Kirnau (Gf P2),74749,Rosenberg,Volksbank Kirnau,76115,,054476
Volksbank Limbach,74838,Limbach,Volksbank Limbach,66172,GENODE61LMB,015379
Volksbank Limbach (Gf P2),74838,Limbach,Volksbank Limbach,76172,,054477
Bundesbank,79010,Freiburg im Breisgau,BBk Freiburg im Breisgau,20680,MARKDEF1680,011481
UniCredit Bank - HypoVereinsbank,79007,Freiburg im Breisgau,UniCredit Bank-HypoVereinbk,22121,HYVEDEMM357,046571
UniCredit Bank - HypoVereinsbank,77652,Offenburg,UniCredit Bank-HypoVereinbk,22121,HYVEDEMM357,050563
Bankhaus E. Mayer,79002,Freiburg im Breisgau,Bankhaus E Mayer Freiburg B,99031,BKMADE61XXX,011108
Commerzbank,79004,Freiburg im Breisgau,Commerzbank Freiburg i Br,24680,COBADEFFXXX,010757
Commerzbank,77902,Lahr,Commerzbank Lahr Schwarzw,24680,,010232
Commerzbank,79302,Emmendingen,Commerzbank Emmendingen,24680,,042496
Commerzbank,77694,Kehl,Commerzbank Kehl,24680,,056109
Commerzbank,79189,Bad Krozingen,Commerzbank Bad Krozingen,24680,,056110
Commerzbank,79713,Bad Säckingen,Commerzbank Bad Säckingen,24680,,056111
Sparkasse Freiburg-Nördlicher Breisgau,79098,Freiburg im Breisgau,Spk Freiburg-Nördl Breisgau,56801,FRSPDE66XXX,001227
Sparkasse Freiburg-Nördlicher Breisgau,79215,Elzach,Spk Freiburg-Nördl.Breisgau,56801,,053126
Sparkasse Freiburg-Nördlicher Breisgau,79183,Waldkirch,Spk Freiburg-Nördl.Breisgau,56801,,053128
Sparkasse Freiburg-Nördlicher Breisgau,79312,Emmendingen,Spk Freiburg-Nördl.Breisgau,56801,,053129
Sparkasse Freiburg-Nördlicher Breisgau,79341,Kenzingen,Spk Freiburg-Nördl.Breisgau,56801,,053130
Sparkasse Hochschwarzwald,79812,Titisee-Neustadt,Spk Hochschwarzwald T-Neust,56802,SOLADES1HSW,000852
Sparkasse Hochschwarzwald,79853,Lenzkirch,Spk Hochschwarzwald Lenzkir,56802,,000860
Sparkasse Hochschwarzwald,79843,Löffingen,Spk Hochschwarzwald Löffing,56802,,000861
Sparkasse Hochschwarzwald,79199,Kirchzarten,Spk Hochschwarzwald Kirchza,56802,,000868
Sparkasse Bonndorf-Stühlingen,79844,Bonndorf im Schwarzwald,Spk Bonndorf-Stühlingen,56803,SOLADES1BND,004079
Sparkasse Bonndorf-Stühlingen,79780,Stühlingen,Spk Bonndorf-Stühlingen,56803,,004081
Sparkasse Bonndorf-Stühlingen,79879,Wutach,Spk Bonndorf-Stühlingen,56803,,004090
Sparkasse Bonndorf-Stühlingen,79865,Grafenhausen,Spk Bonndorf-Stühlingen,56803,,004108
Sparkasse Bonndorf-Stühlingen,79777,Ühlingen-Birkendorf,Spk Bonndorf-Stühlingen,56803,,007269
Sparkasse Bonndorf-Stühlingen,79805,Eggingen,Spk Bonndorf-Stühlingen,56803,,052178
Sparkasse St. Blasien,79837,St. Blasien,Spk St. Blasien,56809,SOLADES1STB,001239
Sparkasse St. Blasien,79859,Schluchsee,Spk St. Blasien,56809,,001240
Sparkasse St. Blasien,79872,Bernau im Schwarzwald,Spk St. Blasien,56809,,001241
Sparkasse St. Blasien,79837,Häusern,Spk St. Blasien,56809,,001242
Sparkasse St. Blasien,79862,Höchenschwand,Spk St. Blasien,56809,,001243
Sparkasse St. Blasien,79875,Dachsberg (Südschwarzwald),Spk St. Blasien,56809,,001247
Sparkasse Staufen-Breisach,79216,Staufen im Breisgau,Spk Staufen-Breisach,56810,SOLADES1STF,001248
Sparkasse Staufen-Breisach,79189,Bad Krozingen,Spk Staufen-Breisach,56810,,001249
Sparkasse Staufen-Breisach,79258,Hartheim am Rhein,Spk Staufen-Breisach,56810,,001252
Sparkasse Staufen-Breisach,79423,Heitersheim,Spk Staufen-Breisach,56810,,001253
Sparkasse Staufen-Breisach,79238,Ehrenkirchen,Spk Staufen-Breisach,56810,,001254
Sparkasse Staufen-Breisach,79244,Münstertal,Spk Staufen-Breisach,56810,,001257
Sparkasse Staufen-Breisach,79227,Schallstadt,Spk Staufen-Breisach,56810,,043864
Sparkasse Staufen-Breisach,79361,Sasbach am Kaiserstuhl,Spk Staufen-Breisach,56810,,051851
Sparkasse Staufen-Breisach,79241,Ihringen,Spk Staufen-Breisach,56810,,051852
Sparkasse Staufen-Breisach,79291,Merdingen,Spk Staufen-Breisach,56810,,051853
Sparkasse Staufen-Breisach,79206,Breisach am Rhein,Spk Staufen-Breisach,56810,,056600
Sparkasse Schönau-Todtnau -alt-,79670,Todtnau,Spk Schönau-Todtnau -alt-,56813,SOLADES1SCH,006224
Sparkasse Schönau-Todtnau,79677,Schönau im Schwarzwald,Spk Schönau-Todtnau,56813,,004699
Volksbank Breisgau-Markgräflerland,79427,Eschbach,VB Breisgau-Markgräflerland,66097,GENODE61IHR,015324
Volksbank Breisgau-Markgräflerland,79206,Breisach am Rhein,VB Breisgau-Markgräflerland,66097,,015285
Volksbank Breisgau-Markgräflerland,79112,Freiburg im Breisgau,VB Breisgau-Markgräflerland,66097,,015627
Volksbank Breisgau-Markgräflerland,79189,Bad Krozingen,VB Breisgau-Markgräflerland,66097,,041193
Volksbank Breisgau-Markgräflerland,79241,Ihringen,VB Breisgau-Markgräflerland,66097,,050714
Volksbank Breisgau-Markgräflerland,79238,Ehrenkirchen,VB Breisgau-Markgräflerland,66097,,050716
Volksbank Breisgau-Markgräflerland,79423,Heitersheim,VB Breisgau-Markgräflerland,66097,,050717
Volksbank Breisgau-Markgräflerland,79395,Neuenburg am Rhein,VB Breisgau-Markgräflerland,66097,,050718
Volksbank Breisgau-Markgräflerland,79410,Badenweiler,VB Breisgau-Markgräflerland,66097,,057201
Volksbank Breisgau-Markgräflerland,79426,Buggingen,VB Breisgau-Markgräflerland,66097,,057202
Volksbank Breisgau-Markgräflerland,79418,Schliengen,VB Breisgau-Markgräflerland,66097,,057203
Volksbank Breisgau-Markgräflerland,79379,Müllheim,VB Breisgau-Markgräflerland,66097,,057204
Volksbank Breisgau-Markgräflerland (Gf P2),79427,Eschbach,VB Breisgau-Markgräflerland,76097,,054478
Raiffeisenbank Denzlingen-Sexau,79211,Denzlingen,Raiffbk Denzlingen-Sexau,66146,GENODE61DEN,015057
Raiffeisenbank Denzlingen-Sexau,79350,Sexau,Raiffbk Denzlingen-Sexau,66146,,053380
Raiffeisenbank Denzlingen-Sexau (Gf P2),79211,Denzlingen,Raiffbk Denzlingen-Sexau,76146,,054479
Raiffeisenbank Wyhl,79369,Wyhl am Kaiserstuhl,Raiffbk Wyhl Kaiserstuhl,66692,GENODE61WYH,015698
Raiffeisenbank Wyhl (Gf P2),79369,Wyhl am Kaiserstuhl,Raiffbk Wyhl Kaiserstuhl,76692,,054480
Raiffeisenbank Kaiserstuhl,79235,Vogtsburg im Kaiserstuhl,Raiffeisenbank Kaiserstuhl,66241,GENODE61VOK,015467
Raiffeisenbank Kaiserstuhl (Gf P2),79235,Vogtsburg im Kaiserstuhl,Raiffeisenbank Kaiserstuhl,76241,,054481
Raiffeisenbank Kaiserstuhl Vogtsburg Zw,79361,Sasbach am Kaiserstuhl,Raiffeisenbank Kaiserstuhl,66241,,015334
Raiffeisenbank im Breisgau,79194,Gundelfingen,Raiffeisenbank im Breisgau,66250,GENODE61GUN,015151
Raiffeisenbank im Breisgau,79106,Freiburg im Breisgau,Raiffeisenbank im Breisgau,66250,,015193
Raiffeisenbank im Breisgau,79279,Vörstetten,Raiffeisenbank im Breisgau,66250,,015226
Raiffeisenbank im Breisgau,79286,Glottertal,Raiffeisenbank im Breisgau,66250,,015642
Raiffeisenbank im Breisgau,79276,Reute,Raiffeisenbank im Breisgau,66250,,034756
Raiffeisenbank im Breisgau,79232,March,Raiffeisenbank im Breisgau,66250,,034766
Raiffeisenbank im Breisgau (Gf P2),79194,Gundelfingen,Raiffeisenbank im Breisgau,76250,,054482
Deutsche Bank,79004,Freiburg im Breisgau,Deutsche Bank,21130,DEUTDEDBFRE,050273
Deutsche Bank,79304,Emmendingen,Deutsche Bank,21130,DEUTDEDB681,050272
Deutsche Bank,79372,Müllheim,Deutsche Bank,21130,DEUTDEDB685,050274
Deutsche Bank,79812,Titisee-Neustadt,Deutsche Bank,21130,DEUTDEDB689,050275
Deutsche Bank,79183,Waldkirch,Deutsche Bank,21130,DEUTDEDB687,050276
Deutsche Bank,79004,Freiburg im Breisgau,Deutsche Bank,27130,DEUTDE6FXXX,005671
Deutsche Bank,79304,Emmendingen,Deutsche Bank,27130,DEUTDE6F681,004967
Deutsche Bank,79372,Müllheim,Deutsche Bank,27130,DEUTDE6F685,006900
Deutsche Bank,79183,Waldkirch,Deutsche Bank,27130,DEUTDE6F687,006948
Deutsche Bank,79812,Titisee-Neustadt,Deutsche Bank,27130,DEUTDE6F689,034656
Postbank/DSL Ndl der Deutsche Bank,79098,Freiburg im Breisgau,Postbank Ndl Deutsche Bank,27212,DEUTDE6FP11,057547
Postbank/DSL Ndl der Deutsche Bank,79098,Freiburg im Breisgau,Postbank Ndl Deutsche Bank,21212,DEUTDEDBP11,057548
Commerzbank vormals Dresdner Bank,79003,Freiburg im Breisgau,Commerzbank Freiburg,28680,DRESDEFF680,005527
Commerzbank vormals Dresdner Bank,79601,Rheinfelden (Baden),Commerzbank Rheinfelden,28680,,005074
Commerzbank vormals Dresdner Bank,77694,Kehl,Commerzbank Kehl,28680,,005550
Commerzbank vormals Dresdner Bank,79537,Lörrach,Commerzbank Lörrach,28680,,005606
Commerzbank vormals Dresdner Bank,77601,Offenburg,Commerzbank Offenburg,28680,,006730
Commerzbank vormals Dresdner Bank,79576,Weil am Rhein,Commerzbank Weil Rhein,28680,,006798
Commerzbank vormals Dresdner Bank,79189,Bad Krozingen,Commerzbank Bad Krozingen,28680,,031054
Commerzbank vormals Dresdner Bank,79713,Bad Säckingen,Commerzbank Bad Säckingen,28680,,031152
Commerzbank vormals Dresdner Bank Zw Münsterstraße,79003,Freiburg im Breisgau,Commerzbank Zw Ms Freibg,,DRESDEFFI44,043635
"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1",79042,Freiburg im Breisgau,Commerzbank ITGK1 Freibrg,,DRESDEFFI62,055097
"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 2",79001,Freiburg im Breisgau,Commerzbank ITGK2 Freibrg,,DRESDEFFJ22,055206
Volksbank Freiburg,79005,Freiburg im Breisgau,Volksbank Freiburg,96010,GENODE61FR1,023010
Volksbank Freiburg,79227,Schallstadt,Volksbank Freiburg,96010,,015694
Volksbank Freiburg,79346,Endingen am Kaiserstuhl,Volksbank Freiburg,96010,,052013
Volksbank Freiburg,79361,Sasbach am Kaiserstuhl,Volksbank Freiburg,96010,,052017
Volksbank Freiburg,79822,Titisee-Neustadt,Volksbank Freiburg,96010,,052019
Volksbank Freiburg,79856,Hinterzarten,Volksbank Freiburg,96010,,052022
Volksbank Freiburg,79853,Lenzkirch,Volksbank Freiburg,96010,,052024
Volksbank Freiburg (Gf P2),79005,Freiburg im Breisgau,Volksbank Freiburg,86010,,054483
Volksbank Freiburg Zw Gundelfingen,79194,Gundelfingen,Volksbank Freiburg,96010,,023103
